,0
9411,1
9412,0
9413,0
9414,1
9415,0
9416,0
9417,0
9418,0
9419,0
9420,0
9421,0
9422,0
9423,0
9424,1
9425,0
9426,0
9427,1
9428,0
9429,1
9430,0
9431,0
9432,1
9433,0
9434,0
9435,0
9436,0
9437,0
9438,0
9439,0
9440,0
9441,1
9442,0
9443,1
9444,0
9445,0
9446,1
9447,0
9448,0
9449,1
9450,1
9451,0
9452,0
9453,0
9454,0
9455,0
9456,0
9457,0
9458,0
9459,0
9460,1
9461,0
9462,0
9463,0
9464,0
9465,1
9466,1
9467,1
9468,0
9469,0
9470,1
9471,0
9472,0
9473,1
9474,0
9475,0
9476,0
9477,0
9478,0
9479,1
9480,0
9481,0
9482,0
9483,0
9484,1
9485,1
9486,0
9487,1
9488,1
9489,0
9490,0
9491,0
9492,0
9493,0
9494,1
9495,0
9496,1
9497,0
9498,0
9499,0
9500,0
9501,1
9502,0
9503,0
9504,0
9505,1
9506,0
9507,0
9508,0
9509,0
9510,0
9511,0
9512,0
9513,0
9514,1
9515,0
9516,1
9517,0
9518,1
9519,0
9520,0
9521,0
9522,1
9523,0
9524,0
9525,0
9526,0
9527,0
9528,0
9529,0
9530,1
9531,0
9532,1
9533,0
9534,0
9535,1
9536,0
9537,1
9538,0
9539,0
9540,0
9541,0
9542,0
9543,0
9544,1
9545,0
9546,1
9547,1
9548,0
9549,0
9550,1
9551,0
9552,1
9553,0
9554,0
9555,1
9556,1
9557,1
9558,0
9559,1
9560,0
9561,1
9562,0
9563,0
9564,0
9565,0
9566,0
9567,1
9568,0
9569,1
9570,0
9571,0
9572,0
9573,0
9574,1
9575,0
9576,1
9577,0
9578,1
9579,0
9580,0
9581,1
9582,1
9583,1
9584,0
9585,0
9586,0
9587,0
9588,0
9589,0
9590,0
9591,0
9592,1
9593,0
9594,0
9595,1
9596,0
9597,0
9598,0
9599,0
9600,0
9601,0
9602,0
9603,1
9604,0
9605,0
9606,0
9607,0
9608,1
9609,1
9610,0
9611,0
9612,0
9613,1
9614,0
9615,0
9616,0
9617,0
9618,1
9619,0
9620,1
9621,1
9622,0
9623,0
9624,0
9625,0
9626,0
9627,0
9628,0
9629,0
9630,0
9631,1
9632,1
9633,1
9634,0
9635,1
9636,1
9637,1
9638,1
9639,0
9640,0
9641,0
9642,0
9643,0
9644,1
9645,1
9646,1
9647,0
9648,0
9649,0
9650,1
9651,0
9652,1
9653,0
9654,0
9655,0
9656,1
9657,0
9658,1
9659,0
9660,1
9661,1
9662,0
9663,0
9664,0
9665,0
9666,0
9667,0
9668,0
9669,0
9670,0
9671,0
9672,0
9673,0
9674,0
9675,0
9676,0
9677,0
9678,0
9679,0
9680,0
9681,0
9682,0
9683,0
9684,0
9685,0
9686,1
9687,1
9688,0
9689,1
9690,0
9691,0
9692,0
9693,0
9694,0
9695,0
9696,0
9697,0
9698,0
9699,0
9700,0
9701,1
9702,0
9703,1
9704,0
9705,0
9706,0
9707,0
9708,0
9709,1
9710,0
9711,1
9712,1
9713,0
9714,0
9715,0
9716,0
9717,0
9718,0
9719,0
9720,0
9721,0
9722,1
9723,0
9724,1
9725,0
9726,1
9727,0
9728,0
9729,0
9730,0
9731,0
9732,0
9733,0
9734,0
9735,1
9736,1
9737,0
9738,0
9739,0
9740,1
9741,0
9742,1
9743,0
9744,1
9745,0
9746,0
9747,1
9748,0
9749,0
9750,1
9751,0
9752,1
9753,0
9754,0
9755,0
9756,1
9757,0
9758,0
9759,0
9760,1
9761,0
9762,1
9763,0
9764,1
9765,0
9766,1
9767,0
9768,0
9769,0
9770,1
9771,0
9772,0
9773,1
9774,0
9775,0
9776,0
9777,0
9778,0
9779,1
9780,0
9781,1
9782,0
9783,0
9784,0
9785,0
9786,0
9787,0
9788,0
9789,0
9790,0
9791,0
9792,0
9793,0
9794,0
9795,0
9796,0
9797,0
9798,0
9799,0
9800,0
9801,0
9802,0
9803,0
9804,0
9805,1
9806,0
9807,0
9808,1
9809,0
9810,1
9811,0
9812,0
9813,1
9814,0
9815,0
9816,0
9817,0
9818,1
9819,1
9820,1
9821,1
9822,0
9823,1
9824,0
9825,0
9826,0
9827,1
9828,0
9829,0
9830,1
9831,0
9832,0
9833,1
9834,0
9835,0
9836,1
9837,0
9838,1
9839,1
9840,1
9841,0
9842,0
9843,0
9844,0
9845,0
9846,0
9847,0
9848,1
9849,0
9850,0
9851,0
9852,0
9853,0
9854,0
9855,0
9856,0
9857,1
9858,1
9859,1
9860,0
9861,0
9862,1
9863,1
9864,0
9865,0
9866,1
9867,0
9868,0
9869,0
9870,0
9871,1
9872,0
9873,0
9874,1
9875,1
9876,0
9877,0
9878,0
9879,0
9880,0
9881,1
9882,0
9883,0
9884,1
9885,0
9886,0
9887,0
9888,0
9889,0
9890,1
9891,0
9892,1
9893,0
9894,1
9895,0
9896,0
9897,1
9898,0
9899,0
9900,0
9901,0
9902,0
9903,0
9904,1
9905,1
9906,1
9907,1
9908,0
9909,1
9910,1
9911,0
9912,1
9913,0
9914,1
9915,0
9916,0
9917,1
9918,0
9919,0
9920,0
9921,0
9922,1
9923,0
9924,1
9925,0
9926,0
9927,0
9928,1
9929,0
9930,1
9931,0
9932,0
9933,0
9934,1
9935,1
9936,0
9937,1
9938,0
9939,0
9940,0
9941,0
9942,0
9943,1
9944,0
9945,0
9946,1
9947,0
9948,1
9949,0
9950,0
9951,0
9952,0
9953,0
9954,0
9955,0
9956,1
9957,0
9958,1
9959,1
9960,0
9961,1
9962,0
9963,0
9964,0
9965,1
9966,0
9967,0
9968,1
9969,1
9970,0
9971,0
9972,0
9973,1
9974,1
9975,0
9976,0
9977,0
9978,1
9979,1
9980,1
9981,0
9982,0
9983,1
9984,1
9985,0
9986,1
9987,0
9988,0
9989,0
9990,1
9991,0
9992,0
9993,0
9994,0
9995,1
9996,0
9997,1
9998,0
9999,0
10000,0
10001,0
10002,1
10003,0
10004,0
10005,0
10006,1
10007,0
10008,0
10009,0
10010,0
10011,0
10012,0
10013,0
10014,1
10015,1
10016,0
10017,1
10018,0
10019,0
10020,1
10021,1
10022,0
10023,0
10024,0
10025,1
10026,0
10027,0
10028,0
10029,0
10030,1
10031,0
10032,0
10033,0
10034,1
10035,0
10036,1
10037,0
10038,0
10039,0
10040,0
10041,1
10042,0
10043,0
10044,0
10045,0
10046,1
10047,0
10048,0
10049,0
10050,0
10051,1
10052,0
10053,0
10054,0
10055,0
10056,0
10057,1
10058,0
10059,1
10060,1
10061,0
10062,1
10063,1
10064,0
10065,0
10066,0
10067,0
10068,1
10069,0
10070,0
10071,0
10072,0
10073,1
10074,0
10075,0
10076,0
10077,1
10078,0
10079,0
10080,0
10081,0
10082,0
10083,1
10084,0
10085,1
10086,0
10087,1
10088,0
10089,0
10090,0
10091,0
10092,1
10093,1
10094,0
10095,0
10096,0
10097,0
10098,0
10099,0
10100,1
10101,0
10102,0
10103,1
10104,0
10105,1
10106,0
10107,0
10108,1
10109,0
10110,0
10111,1
10112,0
10113,1
10114,0
10115,0
10116,0
10117,0
10118,0
10119,0
10120,0
10121,0
10122,0
10123,1
10124,0
10125,0
10126,0
10127,0
10128,0
10129,0
10130,0
10131,1
10132,0
10133,1
10134,0
10135,1
10136,0
10137,0
10138,0
10139,0
10140,1
10141,0
10142,0
10143,1
10144,0
10145,0
10146,1
10147,0
10148,1
10149,0
10150,0
10151,0
10152,0
10153,0
10154,1
10155,1
10156,1
10157,0
10158,0
10159,0
10160,1
10161,0
10162,0
10163,0
10164,0
10165,0
10166,0
10167,0
10168,0
10169,0
10170,0
10171,0
10172,1
10173,1
10174,0
10175,1
10176,0
10177,0
10178,0
10179,1
10180,0
10181,0
10182,1
10183,0
10184,0
10185,0
10186,0
10187,1
10188,1
10189,0
10190,0
10191,1
10192,0
10193,1
10194,1
10195,0
10196,0
10197,0
10198,1
10199,1
10200,1
10201,1
10202,0
10203,0
10204,0
10205,0
10206,0
10207,1
10208,1
10209,0
10210,0
10211,0
10212,0
10213,0
10214,0
10215,0
10216,0
10217,0
10218,0
10219,0
10220,0
10221,0
10222,1
10223,0
10224,0
10225,1
10226,1
10227,0
10228,0
10229,0
10230,1
10231,1
10232,0
10233,0
10234,0
10235,1
10236,0
10237,0
10238,1
10239,0
10240,0
10241,0
10242,0
10243,1
10244,0
10245,0
10246,0
10247,1
10248,1
10249,0
10250,0
10251,0
10252,0
10253,0
10254,1
10255,0
10256,1
10257,0
10258,0
10259,0
10260,0
10261,1
10262,0
10263,1
10264,1
10265,0
10266,0
10267,0
10268,0
10269,1
10270,1
10271,0
10272,0
10273,1
10274,0
10275,0
10276,0
10277,1
10278,1
10279,0
10280,0
10281,0
10282,0
10283,0
10284,0
10285,0
10286,0
10287,0
10288,1
10289,0
10290,0
10291,1
10292,1
10293,1
10294,0
10295,0
10296,1
10297,0
10298,0
10299,0
10300,1
10301,0
10302,0
10303,0
10304,0
10305,0
10306,0
10307,1
10308,0
10309,0
10310,0
10311,1
10312,1
10313,1
10314,1
10315,0
10316,0
10317,1
10318,0
10319,0
10320,0
10321,0
10322,1
10323,0
10324,1
10325,0
10326,0
10327,0
10328,1
10329,0
10330,0
10331,0
10332,0
10333,1
10334,1
10335,0
10336,0
10337,0
10338,0
10339,0
10340,0
10341,1
10342,0
10343,0
10344,0
10345,0
10346,0
10347,0
10348,1
10349,0
10350,0
10351,0
10352,0
10353,1
10354,0
10355,0
10356,1
10357,0
10358,1
10359,1
10360,0
10361,0
10362,0
10363,0
10364,0
10365,0
10366,1
10367,0
10368,0
10369,0
10370,0
10371,0
10372,0
10373,0
10374,1
10375,1
10376,1
10377,0
10378,1
10379,0
10380,0
10381,0
10382,1
10383,0
10384,1
10385,1
10386,0
10387,0
10388,0
10389,0
10390,0
10391,0
10392,0
10393,0
10394,1
10395,1
10396,0
10397,0
10398,0
10399,1
10400,1
10401,0
10402,0
10403,1
10404,0
10405,0
10406,1
10407,0
10408,0
10409,0
10410,0
10411,0
10412,1
10413,0
10414,0
10415,1
10416,0
10417,1
10418,0
10419,0
10420,0
10421,0
10422,1
10423,0
10424,0
10425,1
10426,0
10427,0
10428,1
10429,1
10430,0
10431,0
10432,0
10433,0
10434,0
10435,0
10436,0
10437,1
10438,1
10439,0
10440,0
10441,1
10442,0
10443,0
10444,0
10445,0
10446,1
10447,0
10448,0
10449,0
10450,0
10451,0
10452,0
10453,0
10454,0
10455,1
10456,1
10457,0
10458,1
10459,0
10460,0
10461,0
10462,1
10463,0
10464,0
10465,0
10466,0
10467,0
10468,0
10469,0
10470,0
10471,1
10472,0
10473,0
10474,0
10475,1
10476,1
10477,0
10478,1
10479,0
10480,0
10481,0
10482,0
10483,1
10484,0
10485,1
10486,0
10487,1
10488,0
10489,0
10490,1
10491,1
10492,0
10493,1
10494,0
10495,0
10496,0
10497,0
10498,0
10499,1
10500,1
10501,0
10502,1
10503,0
10504,0
10505,0
10506,0
10507,0
10508,0
10509,1
10510,1
10511,0
10512,0
10513,1
10514,0
10515,0
10516,0
10517,0
10518,0
10519,1
10520,0
10521,1
10522,0
10523,0
10524,0
10525,0
10526,1
10527,0
10528,0
10529,1
10530,1
10531,0
10532,0
10533,1
10534,1
10535,0
10536,0
10537,0
10538,0
10539,0
10540,0
10541,0
10542,1
10543,0
10544,1
10545,0
10546,0
10547,0
10548,0
10549,0
10550,0
10551,0
10552,0
10553,1
10554,0
10555,0
10556,0
10557,0
10558,0
10559,0
10560,1
10561,0
10562,1
10563,0
10564,0
10565,0
10566,0
10567,0
10568,1
10569,0
10570,0
10571,0
10572,0
10573,0
10574,0
10575,0
10576,0
10577,0
10578,1
10579,0
10580,0
10581,0
10582,0
10583,0
10584,0
10585,1
10586,0
10587,0
10588,1
10589,0
10590,0
10591,1
10592,0
10593,1
10594,1
10595,0
10596,0
10597,0
10598,0
10599,0
10600,0
10601,0
10602,1
10603,0
10604,0
10605,0
10606,0
10607,1
10608,0
10609,0
10610,0
10611,1
10612,0
10613,1
10614,1
10615,0
10616,0
10617,0
10618,0
10619,0
10620,1
10621,0
10622,1
10623,0
10624,0
10625,0
10626,0
10627,0
10628,0
10629,0
10630,0
10631,1
10632,1
10633,0
10634,0
10635,1
10636,0
10637,0
10638,0
10639,1
10640,0
10641,0
10642,0
10643,1
10644,0
10645,0
10646,0
10647,0
10648,0
10649,1
10650,0
10651,1
10652,0
10653,0
10654,0
10655,1
10656,0
10657,0
10658,0
10659,0
10660,0
10661,0
10662,1
10663,1
10664,0
10665,1
10666,0
10667,0
10668,0
10669,0
10670,1
10671,0
10672,0
10673,0
10674,0
10675,0
10676,1
10677,1
10678,0
10679,0
10680,0
10681,0
10682,1
10683,1
10684,0
10685,0
10686,0
10687,0
10688,0
10689,0
10690,1
10691,0
10692,0
10693,0
10694,0
10695,0
10696,0
10697,1
10698,0
10699,1
10700,1
10701,0
10702,0
10703,1
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10711,0
10712,1
10713,0
10714,0
10715,0
10716,0
10717,0
10718,0
10719,0
10720,0
10721,1
10722,1
10723,0
10724,0
10725,1
10726,0
10727,0
10728,0
10729,0
10730,1
10731,0
10732,0
10733,1
10734,0
10735,0
10736,1
10737,0
10738,0
10739,0
10740,0
10741,0
10742,1
10743,0
10744,1
10745,0
10746,0
10747,0
10748,0
10749,0
10750,0
10751,1
10752,0
10753,0
10754,0
10755,0
10756,0
10757,0
10758,0
10759,1
10760,1
10761,0
10762,1
10763,0
10764,0
10765,1
10766,0
10767,0
10768,0
10769,0
10770,1
10771,0
10772,1
10773,0
10774,0
10775,1
10776,0
10777,0
10778,0
10779,1
10780,0
10781,0
10782,1
10783,0
10784,0
10785,0
10786,0
10787,0
10788,0
10789,0
10790,0
10791,1
10792,0
10793,1
10794,0
10795,1
10796,0
10797,0
10798,0
10799,0
10800,1
10801,0
10802,1
10803,0
10804,0
10805,0
10806,0
10807,0
10808,0
10809,0
10810,0
10811,0
10812,0
10813,1
10814,0
10815,0
10816,0
10817,0
10818,0
10819,0
10820,0
10821,1
10822,1
10823,0
10824,0
10825,0
10826,0
10827,0
10828,1
10829,0
10830,0
10831,0
10832,0
10833,0
10834,0
10835,0
10836,0
10837,0
10838,0
10839,0
10840,0
10841,1
10842,0
10843,0
10844,1
10845,0
10846,1
10847,1
10848,0
10849,1
10850,1
10851,0
10852,0
10853,0
10854,0
10855,1
10856,0
10857,0
10858,0
10859,1
10860,0
10861,0
10862,0
10863,0
10864,0
10865,1
10866,0
10867,1
10868,0
10869,1
10870,0
10871,1
10872,0
10873,0
10874,0
10875,1
10876,1
10877,0
10878,0
10879,0
10880,0
10881,0
10882,1
10883,0
10884,0
10885,0
10886,0
10887,1
10888,0
10889,1
10890,1
10891,1
10892,0
10893,0
10894,1
10895,0
10896,0
10897,0
10898,1
10899,0
10900,1
10901,1
10902,0
10903,0
10904,1
10905,1
10906,0
10907,1
10908,0
10909,0
10910,0
10911,0
10912,0
10913,0
10914,1
10915,1
10916,1
10917,1
10918,0
10919,0
10920,0
10921,0
10922,0
10923,0
10924,0
10925,0
10926,0
10927,0
10928,1
10929,1
10930,0
10931,0
10932,0
10933,0
10934,0
10935,1
10936,1
10937,1
10938,0
10939,0
10940,1
10941,1
10942,1
10943,0
10944,1
10945,1
10946,0
10947,0
10948,0
10949,1
10950,1
10951,1
10952,0
10953,0
10954,0
10955,0
10956,0
10957,0
10958,0
10959,0
10960,0
10961,0
10962,0
10963,0
10964,0
10965,0
10966,0
10967,0
10968,1
10969,1
10970,0
10971,0
10972,1
10973,0
10974,0
10975,1
10976,0
10977,0
10978,0
10979,1
10980,0
10981,0
10982,0
10983,0
10984,0
10985,0
10986,0
10987,0
10988,1
10989,1
10990,1
10991,0
10992,1
10993,1
10994,1
10995,1
10996,0
10997,0
10998,0
10999,0
11000,0
11001,0
11002,0
11003,0
11004,0
11005,0
11006,0
11007,0
11008,1
11009,0
11010,0
11011,1
11012,1
11013,1
11014,0
11015,1
11016,0
11017,0
11018,1
11019,1
11020,1
11021,0
11022,0
11023,0
11024,1
11025,0
11026,0
11027,0
11028,1
11029,0
11030,0
11031,0
11032,0
11033,0
11034,0
11035,1
11036,0
11037,0
11038,0
11039,0
11040,0
11041,1
11042,0
11043,0
11044,0
11045,1
11046,1
11047,0
11048,1
11049,1
11050,1
11051,0
11052,1
11053,0
11054,0
11055,0
11056,1
11057,0
11058,0
11059,0
11060,0
11061,1
11062,0
11063,0
11064,0
11065,0
11066,1
11067,0
11068,0
11069,1
11070,0
11071,0
11072,1
11073,0
11074,0
11075,1
11076,0
11077,0
11078,1
11079,0
11080,0
11081,0
11082,1
11083,0
11084,0
11085,0
11086,0
11087,1
11088,0
11089,0
11090,1
11091,1
11092,0
11093,1
11094,0
11095,0
11096,0
11097,1
11098,0
11099,1
11100,0
11101,0
11102,1
11103,0
11104,1
11105,1
11106,0
11107,0
11108,0
11109,0
11110,1
11111,1
11112,1
11113,0
11114,1
11115,1
11116,0
11117,0
11118,0
11119,0
11120,0
11121,0
11122,0
11123,0
11124,0
11125,1
11126,0
11127,0
11128,0
11129,0
11130,0
11131,0
11132,0
11133,0
11134,0
11135,1
11136,1
11137,0
11138,1
11139,0
11140,1
11141,0
11142,0
11143,1
11144,0
11145,0
11146,0
11147,1
11148,0
11149,0
11150,0
11151,0
11152,1
11153,0
11154,0
11155,1
11156,0
11157,1
11158,0
11159,1
11160,1
11161,1
11162,0
11163,0
11164,1
11165,1
11166,0
11167,0
11168,1
11169,1
11170,1
11171,0
11172,1
11173,0
11174,1
11175,0
11176,0
11177,0
11178,0
11179,0
11180,1
11181,0
11182,1
11183,1
11184,0
11185,1
11186,1
11187,1
11188,1
11189,1
11190,1
11191,0
11192,0
11193,0
11194,1
11195,0
11196,0
11197,0
11198,0
11199,0
11200,0
11201,0
11202,0
11203,1
11204,0
11205,0
11206,0
11207,0
11208,0
11209,1
11210,0
11211,0
11212,0
11213,0
11214,0
11215,1
11216,0
11217,0
11218,0
11219,0
11220,0
11221,0
11222,0
11223,1
11224,0
11225,0
11226,1
11227,1
11228,0
11229,0
11230,0
11231,1
11232,1
11233,0
11234,0
11235,0
11236,0
11237,0
11238,0
11239,1
11240,1
11241,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,1
11248,1
11249,1
11250,0
11251,0
11252,0
11253,0
11254,0
11255,1
11256,0
11257,0
11258,0
11259,0
11260,0
11261,1
11262,0
11263,0
11264,1
11265,0
11266,0
11267,0
11268,0
11269,1
11270,0
11271,0
11272,0
11273,1
11274,0
11275,0
11276,0
11277,0
11278,0
11279,1
11280,0
11281,0
11282,0
11283,0
11284,1
11285,0
11286,1
11287,1
11288,0
11289,0
11290,1
11291,1
11292,0
11293,1
11294,1
11295,1
11296,1
11297,0
11298,0
11299,1
11300,0
11301,1
11302,0
11303,0
11304,1
11305,1
11306,0
11307,1
11308,0
11309,0
11310,1
11311,1
11312,1
11313,0
11314,1
11315,1
11316,1
11317,0
11318,0
11319,0
11320,1
11321,0
11322,0
11323,1
11324,0
11325,0
11326,0
11327,0
11328,0
11329,1
11330,0
11331,1
11332,0
11333,0
11334,1
11335,0
11336,0
11337,1
11338,0
11339,0
11340,0
11341,0
11342,0
11343,0
11344,1
11345,0
11346,0
11347,0
11348,1
11349,0
11350,0
11351,0
11352,0
11353,1
11354,0
11355,0
11356,0
11357,0
11358,0
11359,0
11360,0
11361,0
11362,0
11363,1
11364,0
11365,0
11366,0
11367,0
11368,1
11369,1
11370,0
11371,0
11372,1
11373,0
11374,0
11375,0
11376,0
11377,0
11378,1
11379,0
11380,0
11381,0
11382,0
11383,0
11384,0
11385,0
11386,0
11387,0
11388,0
11389,1
11390,0
11391,0
11392,1
11393,0
11394,0
11395,0
11396,1
11397,0
11398,0
11399,0
11400,1
11401,1
11402,1
11403,0
11404,0
11405,0
11406,1
11407,0
11408,1
11409,0
11410,0
11411,0
11412,0
11413,0
11414,0
11415,1
11416,0
11417,0
11418,1
11419,0
11420,0
11421,0
11422,0
11423,1
11424,0
11425,0
11426,1
11427,0
11428,1
11429,0
11430,0
11431,0
11432,0
11433,0
11434,1
11435,0
11436,0
11437,0
11438,0
11439,0
11440,0
11441,1
11442,0
11443,0
11444,1
11445,0
11446,0
11447,0
11448,1
11449,1
11450,1
11451,0
11452,1
11453,0
11454,0
11455,1
11456,0
11457,0
11458,0
11459,1
11460,1
11461,0
11462,0
11463,0
11464,0
11465,0
11466,0
11467,1
11468,0
11469,0
11470,1
11471,0
11472,1
11473,1
11474,1
11475,1
11476,0
11477,0
11478,0
11479,0
11480,0
11481,1
11482,0
11483,0
11484,0
11485,0
11486,0
11487,0
11488,1
11489,0
11490,0
11491,0
11492,0
11493,0
11494,1
11495,1
11496,0
11497,0
11498,1
11499,0
11500,0
11501,0
11502,0
11503,0
11504,0
11505,0
11506,0
11507,0
11508,0
11509,0
11510,0
11511,0
11512,0
11513,0
11514,1
11515,1
11516,0
11517,1
11518,0
11519,0
11520,0
11521,0
11522,0
11523,0
11524,1
11525,1
11526,0
11527,0
11528,1
11529,1
11530,0
11531,1
11532,0
11533,0
11534,1
11535,0
11536,0
11537,0
11538,0
11539,0
11540,0
11541,0
11542,0
11543,0
11544,0
11545,0
11546,1
11547,0
11548,0
11549,0
11550,0
11551,1
11552,0
11553,0
11554,0
11555,1
11556,0
11557,1
11558,0
11559,0
11560,0
11561,0
11562,0
11563,0
11564,0
11565,0
11566,0
11567,0
11568,0
11569,0
11570,0
11571,0
11572,0
11573,1
11574,1
11575,1
11576,0
11577,0
11578,0
11579,0
11580,0
11581,1
11582,0
11583,1
11584,0
11585,1
11586,0
11587,0
11588,0
11589,0
11590,0
11591,1
11592,1
11593,0
11594,1
11595,1
11596,0
11597,0
11598,0
11599,0
11600,0
11601,0
11602,0
11603,0
11604,0
11605,1
11606,0
11607,0
11608,0
11609,0
11610,1
11611,0
11612,0
11613,1
11614,0
11615,0
11616,0
11617,0
11618,0
11619,0
11620,0
11621,1
11622,0
11623,0
11624,0
11625,0
11626,0
11627,1
11628,0
11629,1
11630,0
11631,0
11632,0
11633,0
11634,1
11635,0
11636,0
11637,0
11638,0
11639,0
11640,0
11641,0
11642,0
11643,0
11644,0
11645,1
11646,0
11647,0
11648,0
11649,0
11650,0
11651,0
11652,0
11653,0
11654,0
11655,0
11656,0
11657,1
11658,0
11659,0
11660,0
11661,1
11662,1
11663,0
11664,1
11665,0
11666,0
11667,1
11668,0
11669,0
11670,1
11671,1
11672,1
11673,0
11674,1
11675,0
11676,0
11677,0
11678,0
11679,0
11680,0
11681,0
11682,0
11683,0
11684,1
11685,0
11686,1
11687,0
11688,0
11689,0
11690,0
11691,0
11692,0
11693,0
11694,1
11695,0
11696,0
11697,1
11698,0
11699,0
11700,0
11701,1
11702,0
11703,1
11704,1
11705,0
11706,0
11707,0
11708,0
11709,1
11710,1
11711,0
11712,0
11713,1
11714,0
11715,1
11716,1
11717,1
11718,0
11719,0
11720,0
11721,0
11722,1
11723,1
11724,0
11725,0
11726,0
11727,0
11728,0
11729,0
11730,0
11731,0
11732,1
11733,0
11734,0
11735,1
11736,0
11737,0
11738,1
11739,1
11740,0
11741,0
11742,0
11743,0
11744,0
11745,1
11746,0
11747,0
11748,0
11749,0
11750,1
11751,0
11752,0
11753,1
11754,1
11755,0
11756,0
11757,0
11758,0
11759,0
11760,0
11761,0
11762,0
11763,0
11764,0
11765,0
11766,1
11767,1
11768,0
11769,0
11770,0
11771,0
11772,0
11773,0
11774,0
11775,0
11776,0
11777,0
11778,0
11779,0
11780,1
11781,1
11782,0
11783,0
11784,1
11785,1
11786,0
11787,0
11788,0
11789,1
11790,0
11791,0
11792,1
11793,0
11794,1
11795,1
11796,0
11797,0
11798,0
11799,1
11800,0
11801,1
11802,0
11803,0
11804,0
11805,0
11806,1
11807,0
11808,1
11809,0
11810,1
11811,0
11812,0
11813,1
11814,1
11815,1
11816,1
11817,1
11818,0
11819,0
11820,0
11821,0
11822,0
11823,1
11824,1
11825,0
11826,0
11827,1
11828,1
11829,0
11830,0
11831,0
11832,0
11833,0
11834,0
11835,0
11836,0
11837,0
11838,0
11839,0
11840,0
11841,0
11842,0
11843,0
11844,1
11845,0
11846,0
11847,0
11848,0
11849,0
11850,0
11851,0
11852,0
11853,0
11854,1
11855,1
11856,0
11857,0
11858,0
11859,1
11860,0
11861,0
11862,0
11863,0
11864,1
11865,1
11866,0
11867,1
11868,1
11869,0
11870,0
11871,0
11872,1
11873,0
11874,1
11875,0
11876,0
11877,1
11878,1
11879,0
11880,1
11881,0
11882,0
11883,0
11884,1
11885,0
11886,0
11887,1
11888,1
11889,0
11890,0
11891,0
11892,0
11893,0
11894,0
11895,0
11896,1
11897,0
11898,1
11899,0
11900,1
11901,0
11902,0
11903,1
11904,0
11905,0
11906,0
11907,1
11908,0
11909,1
11910,0
11911,0
11912,1
11913,0
11914,1
11915,0
11916,0
11917,0
11918,1
11919,0
11920,1
11921,1
11922,0
11923,1
11924,1
11925,0
11926,1
11927,1
11928,1
11929,0
11930,1
11931,0
11932,0
11933,0
11934,0
11935,0
11936,0
11937,0
11938,0
11939,0
11940,0
11941,0
11942,0
11943,0
11944,0
11945,0
11946,0
11947,0
11948,0
11949,1
11950,0
11951,1
11952,1
11953,0
11954,0
11955,1
11956,0
11957,0
11958,0
11959,0
11960,0
11961,0
11962,0
11963,0
11964,0
11965,0
11966,0
11967,0
11968,0
11969,1
11970,0
11971,1
11972,1
11973,0
11974,0
11975,1
11976,0
11977,0
11978,1
11979,0
11980,0
11981,0
11982,0
11983,0
11984,0
11985,0
11986,0
11987,1
11988,1
11989,0
11990,0
11991,0
11992,1
11993,1
11994,0
11995,0
11996,0
11997,1
11998,0
11999,0
12000,0
12001,1
12002,0
12003,1
12004,0
12005,1
12006,0
12007,0
12008,0
12009,0
12010,1
12011,0
12012,0
12013,0
12014,0
12015,0
12016,1
12017,0
12018,0
12019,1
12020,0
12021,1
12022,0
12023,0
12024,0
12025,0
12026,0
12027,0
12028,1
12029,1
12030,0
12031,0
12032,0
12033,0
12034,1
12035,1
12036,0
12037,1
12038,0
12039,1
12040,0
12041,0
12042,1
12043,0
12044,0
12045,1
12046,0
12047,0
12048,0
12049,0
12050,1
12051,0
12052,0
12053,1
12054,0
12055,1
12056,0
12057,0
12058,0
12059,1
12060,1
12061,0
12062,0
12063,0
12064,0
12065,1
12066,0
12067,0
12068,0
12069,1
12070,0
12071,1
12072,0
12073,0
12074,0
12075,0
12076,0
12077,0
12078,1
12079,0
12080,1
12081,1
12082,0
12083,1
12084,0
12085,0
12086,1
12087,0
12088,0
12089,0
12090,0
12091,0
12092,1
12093,0
12094,0
12095,0
12096,0
12097,0
12098,0
12099,0
12100,1
12101,0
12102,0
12103,0
12104,0
12105,0
12106,0
12107,0
12108,0
12109,0
12110,0
12111,0
12112,0
12113,1
12114,0
12115,1
12116,0
12117,0
12118,1
12119,0
12120,0
12121,0
12122,0
12123,0
12124,0
12125,0
12126,0
12127,0
12128,1
12129,0
12130,0
12131,1
12132,1
12133,0
12134,0
12135,0
12136,1
12137,1
12138,0
12139,0
12140,0
12141,0
12142,1
12143,0
12144,0
12145,1
12146,1
12147,0
12148,0
12149,0
12150,0
12151,0
12152,0
12153,0
12154,0
12155,0
12156,0
12157,0
12158,0
12159,0
12160,1
12161,0
12162,0
12163,1
12164,0
12165,1
12166,0
12167,0
12168,0
12169,0
12170,1
12171,0
12172,0
12173,0
12174,1
12175,0
12176,1
12177,0
12178,1
12179,0
12180,0
12181,0
12182,0
12183,0
12184,1
12185,0
12186,0
12187,0
12188,0
12189,1
12190,0
12191,1
12192,0
12193,1
12194,0
12195,0
12196,1
12197,0
12198,1
12199,0
12200,0
12201,0
12202,0
12203,1
12204,0
12205,0
12206,0
12207,1
12208,0
12209,0
